annotation_lbl,category,sentence
props_fic_1989_780083.txt-3220-23_prop_mag_1856_566737.txt-82-13,Unrelated,"They passed a group of gray ruins in a hollow, where the headlights swept over another mass of rock resisted by angular props broadening to shields at the top and anchored to the ground by hooks. || // To answer the question here stated and to solve the problem thus prop * sed, is in great part the object of the remainder of the volume."
props_mag_1970_251882.txt-11-14_Prop_news_1994_606785.txt-34-3,Unrelated,"At the auction of 46 years ' and a rumored $1,600,000 worth of Metro-Goldwyn-Mayer props and costumes, Debbie Reynolds tried to buy her own brass bed from The Unsinkable Molly Brown, but just didn't want to go as high as $3,000. || One can oppose Prop 187 and still be sympathetic to the point that those minority voters made."
props_mag_1970_251882.txt-11-14_prop_nf_1969_774285.txt-505-10,Unrelated,"At the auction of 46 years ' and a rumored $1,600,000 worth of Metro-Goldwyn-Mayer props and costumes, Debbie Reynolds tried to buy her own brass bed from The Unsinkable Molly Brown, but just didn't want to go as high as $3,000. || My eldest Boy properly and successfully settled would be a prop and comfort to his Mother and a patron to his Brothers."
props_mag_1992_423112.txt-49-15_props_news_2000_627632.txt-352-3,Unrelated,"As Maczko continued the paintings in "" The Bedroom Series, "" her sets and props became more detailed. || Huge, over-the-top props are a favored part of creating the right image."
props_mag_1998_390828.txt-234-12_props_fic_1990_16190.txt-156-4,Unrelated,"From there, make changes to prefab comics by adding dialogue, props and characters, or create whole minidramas from scratch. || It has two feathered props and only the left front wheel is down."
props_mag_1998_390828.txt-234-12_props_nf_1832_758144.txt-2561-24,Distantly Related,"From there, make changes to prefab comics by adding dialogue, props and characters, or create whole minidramas from scratch. || In vain would that man claim the tribute of patriotism who would labour to subvert these great pillars of human happiness, these firmest props of the destinies of men and citizens."
props_mag_1999_407567.txt-213-23_prop_nf_1969_774285.txt-505-10,Identical,"Let him know that there's no limit to where nature can take you, and that where love's concerned, no props are needed. || My eldest Boy properly and successfully settled would be a prop and comfort to his Mother and a patron to his Brothers."
props_news_2000_627632.txt-352-3_Prop_news_1994_606785.txt-34-3,Unrelated,"Huge, over-the-top props are a favored part of creating the right image. || One can oppose Prop 187 and still be sympathetic to the point that those minority voters made."
props_nf_1832_758144.txt-2561-24_PROPS_mag_2006_386389.txt-5-0,Undecidable,"In vain would that man claim the tribute of patriotism who would labour to subvert these great pillars of human happiness, these firmest props of the destinies of men and citizens. || PROPS: A blast going fast, but you can feather it into slow turns too."
props_nf_1832_758144.txt-2561-24_prop_mag_1845_587497.txt-301-16,Identical,"In vain would that man claim the tribute of patriotism who would labour to subvert these great pillars of human happiness, these firmest props of the destinies of men and citizens. || But still it was "" the Old Guard, "" which had ever regarded itself the prop and pride of Bonaparte."
rag_fic_1856_5515.txt-1284-14_rags_fic_1854_9826.txt-2995-24,Undecidable,"Isn't your mother in the house, and haven't you a dry rag to put upon that poor child? ' || After the house was all blown to pieces, the giant began to blow at you; and your scarlet robes all went into rags, and you yourself came near going off a precipice. """
rag_fic_1960_780071.txt-42-28_Rags_fic_1843_7208.txt-513-8,Undecidable,"In addition to these principal groups, there were subgroups, common to both parties, who were Douglas men, Lincoln men; believers in a flannel rag around the neck for a colic, and scoffers at the remedy; men who had signed the pledge and men who drank a quart of whisky at a sitting; men who were Baptists, Presbyterians, and Holy Rollers; men who knew certain intimate biological facts about Esquimaux women, and men who denied their knowledge. || Come, fork over the solid, Old Rags, "" said the boatman, with a loud laugh, and turning with a quizzical leer to a group of captains, and sloop-boys that had gathered to see the fun. """
rag_fic_1960_780071.txt-42-28_rags_fic_1854_9826.txt-2995-24,Distantly Related,"In addition to these principal groups, there were subgroups, common to both parties, who were Douglas men, Lincoln men; believers in a flannel rag around the neck for a colic, and scoffers at the remedy; men who had signed the pledge and men who drank a quart of whisky at a sitting; men who were Baptists, Presbyterians, and Holy Rollers; men who knew certain intimate biological facts about Esquimaux women, and men who denied their knowledge. || After the house was all blown to pieces, the giant began to blow at you; and your scarlet robes all went into rags, and you yourself came near going off a precipice. """
rag_fic_1966_10477.txt-8848-21_rag_fic_1970_16380.txt-3506-10,Identical,"they had baked, half a bag of flour under the bed, his sack of tools, and that bloody rag I told you about. || PADDY puts down the gun and gags CONSTABLE with a rag from his pocket."
rag_fic_1970_16380.txt-3506-10_rags_fic_1854_8328.txt-3033-25,Distantly Related,"PADDY puts down the gun and gags CONSTABLE with a rag from his pocket. || Whence then thy right to rack my limbs with toil, And bear away the produce of the soil; Leave my poor babes in rags the blast to feel, Wet with hot tears their scant, unwholesome meal, And earthward, like the beasts that perish, gaze From springtime to the"
rag_fic_1970_16380.txt-3506-10_rags_fic_1856_1281.txt-4033-64,Distantly Related,"PADDY puts down the gun and gags CONSTABLE with a rag from his pocket. || Gutters running with seething matter; homeless outcasts sitting, besotted, on crazy door-steps; the vicious, with savage visage, and keen, watchful eye, loitering at the doors of filthy "" groceries; "" the sickly and neglected child crawling upon the side-pave, or seeking a crust to appease its hunger-all are found here, gasping, in rags, a breath of air by day, or seeking a shelter, at night, in dens so abject that the world can furnish no counterpart."
rag_fic_1970_16380.txt-3506-10_rags_nf_1859_748120.txt-2353-5,Distantly Related,"PADDY puts down the gun and gags CONSTABLE with a rag from his pocket. || I see the dirt and rags; I see the wrinkles and elf-locks, the wild eye and the shrivelled limbs; I hear the hoarse and broken tones of age and passion, the convulsive laughter and the"
rag_fic_1986_10739.txt-5977-19_rags_fic_1853_9040.txt-627-24,Identical,"She went up her own trail, wiping away the dime-sized drops on the linoleum, then rinsing the rag, wringing it out, and putting it aside. || Porch above porch, opening out on the alley, served as dooryards to the different apartments -- places for the drying of miserable rags -- play-grounds for the children -- and look-outs, for the decrepit old women, on sunny afternoons."
rag_fic_1986_10739.txt-5977-19_rags_fic_1856_1281.txt-4033-64,Distantly Related,"She went up her own trail, wiping away the dime-sized drops on the linoleum, then rinsing the rag, wringing it out, and putting it aside. || Gutters running with seething matter; homeless outcasts sitting, besotted, on crazy door-steps; the vicious, with savage visage, and keen, watchful eye, loitering at the doors of filthy "" groceries; "" the sickly and neglected child crawling upon the side-pave, or seeking a crust to appease its hunger-all are found here, gasping, in rags, a breath of air by day, or seeking a shelter, at night, in dens so abject that the world can furnish no counterpart."
rag_fic_1991_53493.txt-523-18_rag_fic_1966_10477.txt-8848-21,Identical,"You reached down under your edge of the seat and pulled out the pistol in a clean white rag. || they had baked, half a bag of flour under the bed, his sack of tools, and that bloody rag I told you about."
rag_fic_1991_53493.txt-523-18_rag_fic_1986_10739.txt-5977-19,Identical,"You reached down under your edge of the seat and pulled out the pistol in a clean white rag. || She went up her own trail, wiping away the dime-sized drops on the linoleum, then rinsing the rag, wringing it out, and putting it aside."
rags_fic_1830_8660.txt-616-9_rags_fic_1960_10398.txt-5716-17,Identical,"ANSELMO They come From princes that are traffickers in rags. || Exactly as in every account, whether from Danzig, or Munich, or Warsaw, the rags of a Wehrmacht uniform clung to the figure's bones, the sleeves, the trousers, hanging in shreds, slashed back and forth and up and down by outragedtime."
rags_fic_1834_7047.txt-438-30_Rags_fic_1843_7208.txt-513-8,Undecidable,"look at your money-bags, for they tell the Gineral you han't got stuff enuff in the Bank to make him a pair of spectacles; none of your rags, ' says I, but the real grit: ' and with that he call'd 2 or 3 chaps in Quaker coats, and they open'd a large place about as big as the east room; ' and such a sight I never see -- boxes, bags, and kegs, all full, and I should say nigh upon a hundred cord. || Come, fork over the solid, Old Rags, "" said the boatman, with a loud laugh, and turning with a quizzical leer to a group of captains, and sloop-boys that had gathered to see the fun. """
rags_fic_1854_8328.txt-3033-25_rags_fic_1834_7047.txt-438-30,Identical,"Whence then thy right to rack my limbs with toil, And bear away the produce of the soil; Leave my poor babes in rags the blast to feel, Wet with hot tears their scant, unwholesome meal, And earthward, like the beasts that perish, gaze From springtime to the || look at your money-bags, for they tell the Gineral you han't got stuff enuff in the Bank to make him a pair of spectacles; none of your rags, ' says I, but the real grit: ' and with that he call'd 2 or 3 chaps in Quaker coats, and they open'd a large place about as big as the east room; ' and such a sight I never see -- boxes, bags, and kegs, all full, and I should say nigh upon a hundred cord."
rags_fic_1854_8328.txt-3033-25_rags_mag_1826_553698.txt-262-40,Identical,"Whence then thy right to rack my limbs with toil, And bear away the produce of the soil; Leave my poor babes in rags the blast to feel, Wet with hot tears their scant, unwholesome meal, And earthward, like the beasts that perish, gaze From springtime to the || and then tell us it is nothing worth; what is it but to act over on a large national scale, that detestable villany of our bankrupt monied corporations, who buy up at a discount their own worthless rags?"
rags_fic_1854_9826.txt-2995-24_rag_fic_1970_16380.txt-3506-10,Distantly Related,"After the house was all blown to pieces, the giant began to blow at you; and your scarlet robes all went into rags, and you yourself came near going off a precipice. "" || PADDY puts down the gun and gags CONSTABLE with a rag from his pocket."
rags_fic_1854_9826.txt-2995-24_rags_fic_1830_8660.txt-616-9,Identical,"After the house was all blown to pieces, the giant began to blow at you; and your scarlet robes all went into rags, and you yourself came near going off a precipice. "" || ANSELMO They come From princes that are traffickers in rags."
rags_fic_1854_9826.txt-2995-24_rags_fic_1853_9040.txt-627-24,Identical,"After the house was all blown to pieces, the giant began to blow at you; and your scarlet robes all went into rags, and you yourself came near going off a precipice. "" || Porch above porch, opening out on the alley, served as dooryards to the different apartments -- places for the drying of miserable rags -- play-grounds for the children -- and look-outs, for the decrepit old women, on sunny afternoons."
rags_fic_1856_1281.txt-4033-64_rags_fic_1834_7047.txt-438-30,Identical,"Gutters running with seething matter; homeless outcasts sitting, besotted, on crazy door-steps; the vicious, with savage visage, and keen, watchful eye, loitering at the doors of filthy "" groceries; "" the sickly and neglected child crawling upon the side-pave, or seeking a crust to appease its hunger-all are found here, gasping, in rags, a breath of air by day, or seeking a shelter, at night, in dens so abject that the world can furnish no counterpart. || look at your money-bags, for they tell the Gineral you han't got stuff enuff in the Bank to make him a pair of spectacles; none of your rags, ' says I, but the real grit: ' and with that he call'd 2 or 3 chaps in Quaker coats, and they open'd a large place about as big as the east room; ' and such a sight I never see -- boxes, bags, and kegs, all full, and I should say nigh upon a hundred cord."
rags_fic_1856_1281.txt-4033-64_rags_mag_1826_553698.txt-262-40,Identical,"Gutters running with seething matter; homeless outcasts sitting, besotted, on crazy door-steps; the vicious, with savage visage, and keen, watchful eye, loitering at the doors of filthy "" groceries; "" the sickly and neglected child crawling upon the side-pave, or seeking a crust to appease its hunger-all are found here, gasping, in rags, a breath of air by day, or seeking a shelter, at night, in dens so abject that the world can furnish no counterpart. || and then tell us it is nothing worth; what is it but to act over on a large national scale, that detestable villany of our bankrupt monied corporations, who buy up at a discount their own worthless rags?"
rags_fic_1856_1281.txt-4033-64_rags_mag_1840_586584.txt-140-47,Identical,"Gutters running with seething matter; homeless outcasts sitting, besotted, on crazy door-steps; the vicious, with savage visage, and keen, watchful eye, loitering at the doors of filthy "" groceries; "" the sickly and neglected child crawling upon the side-pave, or seeking a crust to appease its hunger-all are found here, gasping, in rags, a breath of air by day, or seeking a shelter, at night, in dens so abject that the world can furnish no counterpart. || There is a higher pleasure in his view in preachiiig to the savages, than in sharing the luxuries of refined society; and in preferring the former he acts upon the same principle of self-love, as the chimney sweeper would in giving up his sooty rags for the purple linen of a prince."
rags_mag_1840_586584.txt-140-47_rags_fic_1830_8660.txt-616-9,Identical,"There is a higher pleasure in his view in preachiiig to the savages, than in sharing the luxuries of refined society; and in preferring the former he acts upon the same principle of self-love, as the chimney sweeper would in giving up his sooty rags for the purple linen of a prince. || ANSELMO They come From princes that are traffickers in rags."
rags_mag_1840_586584.txt-140-47_rags_fic_1960_10398.txt-5716-17,Identical,"There is a higher pleasure in his view in preachiiig to the savages, than in sharing the luxuries of refined society; and in preferring the former he acts upon the same principle of self-love, as the chimney sweeper would in giving up his sooty rags for the purple linen of a prince. || Exactly as in every account, whether from Danzig, or Munich, or Warsaw, the rags of a Wehrmacht uniform clung to the figure's bones, the sleeves, the trousers, hanging in shreds, slashed back and forth and up and down by outragedtime."
rags_nf_1966_774281.txt-511-24_rag_fic_1960_780071.txt-42-28,Distantly Related,"Here was a business grown up in the sterile soil of the worst depression in our history, without artificial stimulation, like a rags "" to riches story, that succeeded more by the under-stimulation of O. S. Peters than by any frantic "" go-getter "" activity. || In addition to these principal groups, there were subgroups, common to both parties, who were Douglas men, Lincoln men; believers in a flannel rag around the neck for a colic, and scoffers at the remedy; men who had signed the pledge and men who drank a quart of whisky at a sitting; men who were Baptists, Presbyterians, and Holy Rollers; men who knew certain intimate biological facts about Esquimaux women, and men who denied their knowledge."
rags_nf_1966_774281.txt-511-24_rags_fic_1848_7906.txt-111-29,Closely Related,"Here was a business grown up in the sterile soil of the worst depression in our history, without artificial stimulation, like a rags "" to riches story, that succeeded more by the under-stimulation of O. S. Peters than by any frantic "" go-getter "" activity. || Humbly the stranger took the offered crumb Yet ate not of it, standing meek and dumb: Then lifts his eyes, -- the wondering Ahab saw His rags fall from him as the snow in thaw."
rallies_news_1965_725095.txt-19-7_rally_fic_1845_7162.txt-2288-2,Distantly Related,"CReceived a warm reception at several street-corner rallies and handshaking tours in normally Democratic areas of Brooklyn. ' || A brilliant rally followed -- we calling off our wearied dogs, and hasting to the lower road, where we found Garry with the sleighs, and dashing off in our turn through all sorts of bye-paths and wood-roads to head them once again!"
rally_fic_1842_9749.txt-1469-3_rally_nf_1852_771569.txt-1768-40,Distantly Related,", let me rally our brave men again, And cheer their drooping spirits for the fight. || One halt was made to remove and change all leather boots, which, in consequence of our late warm weather, had been taken into use, but were now no longer safe; and then, with a rally, the piled-up floe around the cliffs of Cape Walker was reached."
rally_fic_1845_7162.txt-2288-2_rally_nf_2003_746330.txt-363-17,Distantly Related,"A brilliant rally followed -- we calling off our wearied dogs, and hasting to the lower road, where we found Garry with the sleighs, and dashing off in our turn through all sorts of bye-paths and wood-roads to head them once again! || The America First parade was postponed and then cancelled altogether, and subsequent plans for an anti-immigrant rally at the courthouse in downtown Oneonta were also cancelled."
rally_fic_1967_23841.txt-290-13_rally_nf_2003_746330.txt-363-17,Identical,"A friend and I jumped a thuggish heckler at a street-corner Henry Wallace rally. || The America First parade was postponed and then cancelled altogether, and subsequent plans for an anti-immigrant rally at the courthouse in downtown Oneonta were also cancelled."
rally_fic_1978_10636.txt-17112-15_rally_nf_1844_747892.txt-139-9,Unrelated,"|p133At the corner of Eighth Avenue was another Kalki billboard, advertisingthe Madison Square Garden rally. || The roots of trees and plants gene-s ' /z/ rally are of a growth proportionate to that of their branches"
rally_mag_1856_566737.txt-295-20_rally_nf_1852_771569.txt-1768-40,Unrelated,"But that was an element which only hot heads could breathe; in view of the educated class, gene rally, it was not a fact to front the sun; and the alienation of such men from the church became complete. "" || One halt was made to remove and change all leather boots, which, in consequence of our late warm weather, had been taken into use, but were now no longer safe; and then, with a rally, the piled-up floe around the cliffs of Cape Walker was reached."
rally_mag_2000_368896.txt-27-21_rally_fic_1842_9749.txt-1469-3,Closely Related,"The Dow has been on its own treacherous sawtooth course, breaking the will of many who had expected a year-end rally to take shape by now. || , let me rally our brave men again, And cheer their drooping spirits for the fight."
rally_news_1970_728515.txt-28-3_rally_fic_1842_9749.txt-1469-3,Distantly Related,"At the latest rally, held to "" clarify the issues "" to students, a young lady informed the faculty || , let me rally our brave men again, And cheer their drooping spirits for the fight."
rally_news_1970_728515.txt-28-3_rally_mag_2000_368896.txt-27-21,Identical,"At the latest rally, held to "" clarify the issues "" to students, a young lady informed the faculty || The Dow has been on its own treacherous sawtooth course, breaking the will of many who had expected a year-end rally to take shape by now."
rally_nf_1844_747892.txt-139-9_rally_fic_1842_9749.txt-1469-3,Distantly Related,"The roots of trees and plants gene-s ' /z/ rally are of a growth proportionate to that of their branches || , let me rally our brave men again, And cheer their drooping spirits for the fight."
rally_nf_1844_747892.txt-139-9_rally_nf_1859_747504.txt-379-5,Identical,"The roots of trees and plants gene-s ' /z/ rally are of a growth proportionate to that of their branches || The public, gene- /z/ rally, remained indifferent, notwithstanding the marvellous things which were related of the terri tory which had been ceded to the company."
rally_nf_1852_771569.txt-1768-40_rally_nf_2003_746330.txt-363-17,Distantly Related,"One halt was made to remove and change all leather boots, which, in consequence of our late warm weather, had been taken into use, but were now no longer safe; and then, with a rally, the piled-up floe around the cliffs of Cape Walker was reached. || The America First parade was postponed and then cancelled altogether, and subsequent plans for an anti-immigrant rally at the courthouse in downtown Oneonta were also cancelled."
rally_nf_2003_746330.txt-363-17_rally_mag_1856_566737.txt-295-20,Unrelated,"The America First parade was postponed and then cancelled altogether, and subsequent plans for an anti-immigrant rally at the courthouse in downtown Oneonta were also cancelled. || But that was an element which only hot heads could breathe; in view of the educated class, gene rally, it was not a fact to front the sun; and the alienation of such men from the church became complete. """
rally_nf_2003_746330.txt-363-17_rally_nf_1844_747892.txt-139-9,Unrelated,"The America First parade was postponed and then cancelled altogether, and subsequent plans for an anti-immigrant rally at the courthouse in downtown Oneonta were also cancelled. || The roots of trees and plants gene-s ' /z/ rally are of a growth proportionate to that of their branches"
rally_nf_2003_746330.txt-363-17_rally_nf_1859_747504.txt-379-5,Undecidable,"The America First parade was postponed and then cancelled altogether, and subsequent plans for an anti-immigrant rally at the courthouse in downtown Oneonta were also cancelled. || The public, gene- /z/ rally, remained indifferent, notwithstanding the marvellous things which were related of the terri tory which had been ceded to the company."
record_fic_1844_800.txt-888-18_records_nf_1831_764842.txt-1011-24,Closely Related,"The Gracchi, Agis, Cleomenes, and others of Plutarch's heroes, do not in the record of facts equal their own fame. || Suppose all Mr. Wood's defamatory allegations to be true -- suppose him to be able to rake up against her out of the records of the Antigua police, or from the veracious testimony of his brother colonists, twenty stories as bad or worse than what he insinuates -- suppose the whole of her own statement to be false, and even the whole of her conduct since she came under our observation here to be a tissue of hypocrisy; -- suppose all this -- and leave the negro woman as black in character as in complexion, 21 -- yet it would affect not the main facts -- which are these."
record_fic_1844_800.txt-888-18_records_nf_1836_748113.txt-721-23,Closely Related,"The Gracchi, Agis, Cleomenes, and others of Plutarch's heroes, do not in the record of facts equal their own fame. || How far the same remark can be applied to another country, the constant rival and often the enemy of France, the records of the courts which take cognizance of such offences against duty, honor, and even common honesty, will bear ample but humiliating testimony."
record_fic_1848_7193.txt-7829-13_record_nf_1849_749269.txt-1658-33,Closely Related,"Can you find in the page of any history, -- in the record of any age or country -- a Spirit at once so loving and so actual || I proposed to join a village and make myself an inmate of one of their lodges; and henceforward this narrative, so far as I am concerned, will be chiefly a record of the progress of this design apparently so easy of accomplishment, and the unexpected impediments that opposed it."
record_fic_1848_7193.txt-7829-13_records_news_1979_734499.txt-40-2,Identical,"Can you find in the page of any history, -- in the record of any age or country -- a Spirit at once so loving and so actual || School system records are in such bad shape that these figures have not been forthcoming despite days of work by skilled outside auditors."
record_fic_1975_10600.txt-4362-31_record_nf_1849_749269.txt-1658-33,Closely Related,"Why don't you ask him if he'll agree to a stipulation, if we do, that the Cape boy's testimony be made a part of the court record and that we spare the boy -- and ourselves -- another repetitionof that bloody story? || I proposed to join a village and make myself an inmate of one of their lodges; and henceforward this narrative, so far as I am concerned, will be chiefly a record of the progress of this design apparently so easy of accomplishment, and the unexpected impediments that opposed it."
record_mag_1846_565552.txt-221-22_record_mag_2006_398617.txt-90-13,Distantly Related,"Then there is not a single provision, in the whole system, for the delivery of a fugitive; nor any record, in the whole history, of a single case of such delivery; nor any thing in all the laws and history, that looks as though such delivery was intended. || When the veteran rapper and actor LL Cool J's last Def Jam record tanked, he cut loose backstage at the MTV awards: "" I think Jay-Z does a very good job, "" he reportedly said. """
record_mag_1846_565552.txt-221-22_record_nf_1834_747634.txt-366-9,Closely Related,"Then there is not a single provision, in the whole system, for the delivery of a fugitive; nor any record, in the whole history, of a single case of such delivery; nor any thing in all the laws and history, that looks as though such delivery was intended. || The selectmen and town-clerk send a copy of that record, certified by them, to the office of the secretary of state, seventeen days before the last Wednesday of"
record_mag_1979_480129.txt-233-1_record_fic_1975_10600.txt-4362-31,Closely Related,"The record of the electric power industry, in abstaining from breaking such negative, prohibiting rules || Why don't you ask him if he'll agree to a stipulation, if we do, that the Cape boy's testimony be made a part of the court record and that we spare the boy -- and ourselves -- another repetitionof that bloody story?"
record_mag_2004_415362.txt-103-15_Record_mag_1980_485877.txt-172-10,Unrelated,"It's not a very good time to be in a band and on a record label right now, anyway. || But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him,"
record_mag_2004_415362.txt-103-15_records_nf_1836_748113.txt-721-23,Distantly Related,"It's not a very good time to be in a band and on a record label right now, anyway. || How far the same remark can be applied to another country, the constant rival and often the enemy of France, the records of the courts which take cognizance of such offences against duty, honor, and even common honesty, will bear ample but humiliating testimony."
record_mag_2006_398617.txt-90-13_RECORDS_fic_1827_7169.txt-0-35,Unrelated,"When the veteran rapper and actor LL Cool J's last Def Jam record tanked, he cut loose backstage at the MTV awards: "" I think Jay-Z does a very good job, "" he reportedly said. "" || @@170 THE Buccaneers; A ROMANCE OF OUR OWN COUNTRY IN ITS ANCIENT DAY; ILLUSTRATED WITH DIVERS MARVELLOUS HISTORIES, AND ANTIQUE AND FACETIOUS EPISODES; GATHERED FROM THE MOST AUTHENTIC CHRONICLES &; AFFIRMED RECORDS EXTANT FROM THE Settlement of the Nieuw Nederlandts UNTIL THE TIMES OF THE FAMOUS RICHARD KID: CAREFULLY COLLATED FROM THE LABORIOUS RESEARCHES, AND MINUTE INVESTIGATIONS, OF THAT EXCELLENT ANTIQUARY AND SUBLIME PHILOSOPHER, YCLEPT TERENTIUS PHLOGOBOMBOS."
record_nf_1834_747634.txt-366-9_record_mag_2000_403677.txt-77-3,Distantly Related,"The selectmen and town-clerk send a copy of that record, certified by them, to the office of the secretary of state, seventeen days before the last Wednesday of || (For the record, reversing letters is not an indicator of a learning disability in preschoolers."
record_nf_1834_747634.txt-366-9_record_nf_1849_749269.txt-1658-33,Identical,"The selectmen and town-clerk send a copy of that record, certified by them, to the office of the secretary of state, seventeen days before the last Wednesday of || I proposed to join a village and make myself an inmate of one of their lodges; and henceforward this narrative, so far as I am concerned, will be chiefly a record of the progress of this design apparently so easy of accomplishment, and the unexpected impediments that opposed it."
record_nf_1849_749269.txt-1658-33_record_mag_2007_390776.txt-128-4,Closely Related,"I proposed to join a village and make myself an inmate of one of their lodges; and henceforward this narrative, so far as I am concerned, will be chiefly a record of the progress of this design apparently so easy of accomplishment, and the unexpected impediments that opposed it. || I'll go on record saying I 'm gon na sell more than both of them put together at the end of the day."
record_nf_1856_769137.txt-638-6_record_fic_1844_800.txt-888-18,Identical,"This is a little over the record of Dr. Tanner, but the result is very different. || The Gracchi, Agis, Cleomenes, and others of Plutarch's heroes, do not in the record of facts equal their own fame."
records_mag_1981_432041.txt-98-3_record_mag_1846_565552.txt-221-22,Closely Related,"But communications and records officer William Belk of West Columbia, S.C., said he "" didn't want hate to end this. "" || Then there is not a single provision, in the whole system, for the delivery of a fugitive; nor any record, in the whole history, of a single case of such delivery; nor any thing in all the laws and history, that looks as though such delivery was intended."
records_news_1979_734499.txt-40-2_record_nf_1849_749269.txt-1658-33,Closely Related,"School system records are in such bad shape that these figures have not been forthcoming despite days of work by skilled outside auditors. || I proposed to join a village and make myself an inmate of one of their lodges; and henceforward this narrative, so far as I am concerned, will be chiefly a record of the progress of this design apparently so easy of accomplishment, and the unexpected impediments that opposed it."
records_nf_1831_764842.txt-1011-24_Record_mag_1980_485877.txt-172-10,Closely Related,"Suppose all Mr. Wood's defamatory allegations to be true -- suppose him to be able to rake up against her out of the records of the Antigua police, or from the veracious testimony of his brother colonists, twenty stories as bad or worse than what he insinuates -- suppose the whole of her own statement to be false, and even the whole of her conduct since she came under our observation here to be a tissue of hypocrisy; -- suppose all this -- and leave the negro woman as black in character as in complexion, 21 -- yet it would affect not the main facts -- which are these. || But perhaps the most interesting experiment anywhere is The Union Record (Seattle), the labor daily which, on the President's arrival in that city, dared, to the horror of the correspondents accompanying him,"
records_nf_1831_764842.txt-1011-24_record_mag_2004_415362.txt-103-15,Unrelated,"Suppose all Mr. Wood's defamatory allegations to be true -- suppose him to be able to rake up against her out of the records of the Antigua police, or from the veracious testimony of his brother colonists, twenty stories as bad or worse than what he insinuates -- suppose the whole of her own statement to be false, and even the whole of her conduct since she came under our observation here to be a tissue of hypocrisy; -- suppose all this -- and leave the negro woman as black in character as in complexion, 21 -- yet it would affect not the main facts -- which are these. || It's not a very good time to be in a band and on a record label right now, anyway."
records_nf_1836_748113.txt-721-23_record_nf_1856_769137.txt-638-6,Identical,"How far the same remark can be applied to another country, the constant rival and often the enemy of France, the records of the courts which take cognizance of such offences against duty, honor, and even common honesty, will bear ample but humiliating testimony. || This is a little over the record of Dr. Tanner, but the result is very different."
stab_fic_1840_7681.txt-544-33_stab_fic_1835_7172.txt-4168-10,Identical,"We trembled then, at the deep death-note Pealed from the panting bull-dog's throat, -- The flash, -- the echo and the smoke, -- The yell, -- the stab, -- the sabre stroke, -- The musket shot, -- the frenzied shriek, -- The death-groan of the hunted Greek, -- Till our white feet with streams of gore were dyed, And mangled limbs were strown on every side, -- With many a skull by Turkish sabre cleft; Our vultures finished what their blood-hounds left! || his limbs were stiff, and the region of the stab sore and sensitive to the least touch."
stab_fic_1840_7681.txt-544-33_stab_mag_1974_283983.txt-5-10,Distantly Related,"We trembled then, at the deep death-note Pealed from the panting bull-dog's throat, -- The flash, -- the echo and the smoke, -- The yell, -- the stab, -- the sabre stroke, -- The musket shot, -- the frenzied shriek, -- The death-groan of the hunted Greek, -- Till our white feet with streams of gore were dyed, And mangled limbs were strown on every side, -- With many a skull by Turkish sabre cleft; Our vultures finished what their blood-hounds left! || After dawdling for weeks, the Administration made an eleventh-hour stab at saving COLC, but the move was too weak and came much too late."
stab_fic_1978_10636.txt-7924-6_stabbing_fic_1980_10659.txt-7615-40,Closely Related,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front. || He was barefooted, of course, and carried in his hands only two things: his massive shield almost as tall as himself and pure white, except for a small black dot in the middle; and his stabbing assegai with haft two feet long and iron point one"
stab_fic_1978_10636.txt-7924-6_stabbing_mag_1966_210733.txt-23-34,Closely Related,"As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front. || Only twelve miles to go, "" he tells Tinkerbelle, whom he regarded throughout as "" my dearest companion, "" and then he adds: "" The thought brought on a faint stabbing of pain. """
stab_fic_1994_41243.txt-295-21_stab_mag_1966_431722.txt-99-10,Distantly Related,"A young man with a thin mustache appeared to be pushing himself against this woman, and Megan felt a sudden stab of violation. || makes the wound fester; the mind, renewing the stab, causes it to bleed afresh."
stab_fic_2002_31327.txt-372-6_stab_fic_1986_10741.txt-4153-6,Identical,"Emmeline felt a sharp and sudden stab of envy over that, an uncharitable emotion that she'd been able to subvert when she was sober. "" || It had set off a sharp stab of memory that was humiliatingly physical in its intensity. """
stab_mag_1966_431722.txt-99-10_stab_mag_1986_432267.txt-85-11,Closely Related,"makes the wound fester; the mind, renewing the stab, causes it to bleed afresh. || But cases like this one always leave me with a sharp stab of sadness for the innocent children involved."
stab_mag_1974_283983.txt-5-10_stab_fic_1978_10636.txt-7924-6,Distantly Related,"After dawdling for weeks, the Administration made an eleventh-hour stab at saving COLC, but the move was too weak and came much too late. || As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front."
stab_mag_1986_432267.txt-85-11_stab_fic_1978_10636.txt-7924-6,Closely Related,"But cases like this one always leave me with a sharp stab of sadness for the innocent children involved. || As if in recoil from this stab, she angrily turned, my pillar of cloth, and it was alarming, how closely her back resembled her front."
